title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro,source_url,updated_at
助理金融分析师,广州-天河区,9-14K,广州金融现代服务有限公司,"金融服务,银行,证券,保险,会计/审计",100-299人,国企,CP-J-FIN-001-02,"岗位方向：金融/财会/风控。负责行业研究、公司财务分析、投资估值建模与研究报告撰写，强调数据敏感度、逻辑思维与风险意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握财务建模、行业研究、Excel、Python、估值分析、 Wind/iFinD，具备学习能力、沟通协作意识和结果交付意识。
加分项：CFA Level I、证券从业资格，或有校内项目、竞赛、实习、社会实践经历。",广州金融现代服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FIN-001-02,2026-05-02
金融分析师实习生,深圳-南山区,13-20K,深圳金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",100-299人,上市公司,CP-J-FIN-001-03,"岗位方向：金融/财会/风控。负责行业研究、公司财务分析、投资估值建模与研究报告撰写，强调数据敏感度、逻辑思维与风险意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握财务建模、行业研究、Excel、Python、估值分析、 Wind/iFinD，具备学习能力、沟通协作意识和结果交付意识。
加分项：CFA Level I、证券从业资格，或有校内项目、竞赛、实习、社会实践经历。",深圳金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FIN-001-03,2026-05-02
财务会计,广州-天河区,11-17K,广州金融现代服务有限公司,"金融服务,银行,证券,保险,会计/审计",500-999人,民营,CP-J-ACC-001-01,"岗位方向：金融/财会/风控。负责日常账务处理、财务报表编制、税务申报与成本核算，强调准确性、合规意识与财务分析能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握会计准则、财务报表、税务申报、ERP系统、成本核算、Excel，具备学习能力、沟通协作意识和结果交付意识。
加分项：初级会计师、CPA（在考），或有校内项目、竞赛、实习、社会实践经历。",广州金融现代服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ACC-001-01,2026-05-02
助理财务会计,深圳-南山区,10-16K,深圳金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",500-999人,国企,CP-J-ACC-001-02,"岗位方向：金融/财会/风控。负责日常账务处理、财务报表编制、税务申报与成本核算，强调准确性、合规意识与财务分析能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握会计准则、财务报表、税务申报、ERP系统、成本核算、Excel，具备学习能力、沟通协作意识和结果交付意识。
加分项：初级会计师、CPA（在考），或有校内项目、竞赛、实习、社会实践经历。",深圳金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ACC-001-02,2026-05-02
财务会计管培生,杭州-西湖区,14-22K,杭州金融产业发展集团,"金融服务,银行,证券,保险,会计/审计",500-999人,上市公司,CP-J-ACC-001-03,"岗位方向：金融/财会/风控。负责日常账务处理、财务报表编制、税务申报与成本核算，强调准确性、合规意识与财务分析能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握会计准则、财务报表、税务申报、ERP系统、成本核算、Excel，具备学习能力、沟通协作意识和结果交付意识。
加分项：初级会计师、CPA（在考），或有校内项目、竞赛、实习、社会实践经历。",杭州金融产业发展集团面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ACC-001-03,2026-05-02
审计专员,深圳-南山区,12-19K,深圳金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",1000-9999人,民营,CP-J-AUD-001-01,"岗位方向：金融/财会/风控。执行审计程序、评估内部控制、识别财务风险并撰写审计报告，强调职业判断、细致性与合规意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握审计程序、内控评估、财务报表分析、风险评估、Excel、审计软件，具备学习能力、沟通协作意识和结果交付意识。
加分项：CPA（在考）、审计师，或有校内项目、竞赛、实习、社会实践经历。",深圳金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AUD-001-01,2026-05-02
助理审计专员,杭州-西湖区,11-18K,杭州金融产业发展集团,"金融服务,银行,证券,保险,会计/审计",1000-9999人,国企,CP-J-AUD-001-02,"岗位方向：金融/财会/风控。执行审计程序、评估内部控制、识别财务风险并撰写审计报告，强调职业判断、细致性与合规意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握审计程序、内控评估、财务报表分析、风险评估、Excel、审计软件，具备学习能力、沟通协作意识和结果交付意识。
加分项：CPA（在考）、审计师，或有校内项目、竞赛、实习、社会实践经历。",杭州金融产业发展集团面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AUD-001-02,2026-05-02
审计实习专员,成都-高新区,15-24K,成都金融咨询服务有限公司,"金融服务,银行,证券,保险,会计/审计",1000-9999人,上市公司,CP-J-AUD-001-03,"岗位方向：金融/财会/风控。执行审计程序、评估内部控制、识别财务风险并撰写审计报告，强调职业判断、细致性与合规意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握审计程序、内控评估、财务报表分析、风险评估、Excel、审计软件，具备学习能力、沟通协作意识和结果交付意识。
加分项：CPA（在考）、审计师，或有校内项目、竞赛、实习、社会实践经历。",成都金融咨询服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AUD-001-03,2026-05-02
法务专员,杭州-西湖区,13-17K,杭州法务产业发展集团,"法律服务,企业服务,知识产权",20-99人,民营,CP-J-LAW-001-01,"岗位方向：法务/合规/知识产权。负责合同审查、法律风险评估、合规管理与法律咨询，强调法律专业能力、风险意识与沟通协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握合同审查、法律法规、合规管理、法律文书、风险评估、劳动法，具备学习能力、沟通协作意识和结果交付意识。
加分项：法律职业资格、企业合规师，或有校内项目、竞赛、实习、社会实践经历。",杭州法务产业发展集团面向应届生和初级人才提供法务/合规/知识产权方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LAW-001-01,2026-05-02
助理法务专员,成都-高新区,12-16K,成都法务咨询服务有限公司,"法律服务,企业服务,知识产权",20-99人,国企,CP-J-LAW-001-02,"岗位方向：法务/合规/知识产权。负责合同审查、法律风险评估、合规管理与法律咨询，强调法律专业能力、风险意识与沟通协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握合同审查、法律法规、合规管理、法律文书、风险评估、劳动法，具备学习能力、沟通协作意识和结果交付意识。
加分项：法律职业资格、企业合规师，或有校内项目、竞赛、实习、社会实践经历。",成都法务咨询服务有限公司面向应届生和初级人才提供法务/合规/知识产权方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LAW-001-02,2026-05-02
法务实习专员,武汉-光谷,16-22K,武汉法务智能制造有限公司,"法律服务,企业服务,知识产权",20-99人,上市公司,CP-J-LAW-001-03,"岗位方向：法务/合规/知识产权。负责合同审查、法律风险评估、合规管理与法律咨询，强调法律专业能力、风险意识与沟通协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握合同审查、法律法规、合规管理、法律文书、风险评估、劳动法，具备学习能力、沟通协作意识和结果交付意识。
加分项：法律职业资格、企业合规师，或有校内项目、竞赛、实习、社会实践经历。",武汉法务智能制造有限公司面向应届生和初级人才提供法务/合规/知识产权方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LAW-001-03,2026-05-02
培训讲师,成都-高新区,14-19K,成都教育咨询服务有限公司,"教育培训,科研服务,在线教育",100-299人,民营,CP-J-EDU-001-01,"岗位方向：教育/培训/科研。负责课程设计、教学实施、学习效果评估与教材开发，强调表达能力、互动设计和学员引导能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握课程设计、教学方法、PPT制作、学员评估、互动教学、教育心理学，具备学习能力、沟通协作意识和结果交付意识。
加分项：教师资格证、培训师认证，或有校内项目、竞赛、实习、社会实践经历。",成都教育咨询服务有限公司面向应届生和初级人才提供教育/培训/科研方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EDU-001-01,2026-05-02
